설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,세부위치,휴지통종류,관리기관명,관리기관전화번호,데이터기준일자
광흥창역 2번 출구 앞(창전동242),서울특별시,마포구,,서울특별시 마포구 창전동 242,37.54773473,126.9320618,광흥창역 2번 출구 앞(창전동242),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
대흥역 2번 출구 앞(삼성공인중개사 앞),서울특별시,마포구,서울특별시 마포구 백범로 95,,37.54791956,126.9423084,대흥역 2번 출구 앞(삼성공인중개사 앞),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
공덕역 2번 출구 롯데캐슬 택시정류장 앞(공덕동 257-88),서울특별시,마포구,,서울특별시 마포구 공덕동 257-88,37.54449186,126.9501497,공덕역 2번 출구 롯데캐슬 택시정류장 앞(공덕동 257-88),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
공덕역 6번 출구 뒤,서울특별시,마포구,서울특별시 마포구 백범로 199,,37.54350062,126.9528668,공덕역 6번 출구 뒤,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
공덕 오거리 버스정류장(14-149),서울특별시,마포구,서울특별시 마포구 백범로 205,,37.5441056,126.9541074,공덕 오거리 버스정류장(14-149),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
공덕역 5번 출구 옆 자전거보관소,서울특별시,마포구,서울특별시 마포구 만리재로 3,,37.5443275,126.9517897,공덕역 5번 출구 옆 자전거보관소,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
마포대로25 화로연각 앞 (토정로방향),서울특별시,마포구,서울특별시 마포구 마포대로 25,,37.53937876,126.9448336,마포대로25 화로연각 앞 (토정로방향),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
마포대로 버스정류장(14-008),서울특별시,마포구,,서울특별시 마포구 아현동 447-9,37.5508124,126.9552614,마포대로 버스정류장(14-008),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
마포대로 207-1 둘둘치킨 앞(애오개역 1번 출구),서울특별시,마포구,서울특별시 마포구 마포대로 204,,37.5520217800,126.9565339000,마포대로 207-1 둘둘치킨 앞(애오개역 1번 출구),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
애오개역 3번 출구 앞,서울특별시,마포구,서울특별시 마포구 마포대로 212,,37.55348233,126.957072,애오개역 3번 출구 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
애오개역 4번 출구 앞,서울특별시,마포구,서울특별시 마포구 마포대로 212,,37.55348233,126.957072,애오개역 4번 출구 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
마포대로 233-1 (아현초교 앞 횡단보도 앞),서울특별시,마포구,서울특별시 마포구 마포대로 233-1,,37.5548077,126.9571319,마포대로 233-1 (아현초교 앞 횡단보도 앞),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
마포대로 버스정류장(14-003)(공덕역),서울특별시,마포구,,서울특별시 마포구 공덕동 441-3,37.5436936,126.9508335,마포대로 버스정류장(14-003)(공덕역),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
마포대로 버스정류장(14-004)(공덕역),서울특별시,마포구,,서울특별시 마포구 공덕동 237-9,37.54615674,126.9526245,마포대로 버스정류장(14-004)(공덕역),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
마포대로 114번지 기업은행 앞(공덕역 4번출구 뒤),서울특별시,마포구,서울특별시 마포구 마포대로 114,,37.54480059,126.9520473,마포대로 114번지 기업은행 앞(공덕역 4번출구 뒤),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
마포대로 버스정류장(14-005),서울특별시,마포구,,서울특별시 마포구 공덕동 237-9,37.54615674,126.9526245,마포대로 버스정류장(14-005),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
마포대로 버스정류장(14-006),서울특별시,마포구,,서울특별시 마포구 공덕동 237-9,37.54615674,126.9526245,마포대로 버스정류장(14-006),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
마포대로 버스정류장(14-007),서울특별시,마포구,,서울특별시 마포구 아현동 447-15,37.55041674,126.955236,마포대로 버스정류장(14-007),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
공덕역 1번 출구 자전거 보관소 앞(공덕동435-12),서울특별시,마포구,,서울특별시 마포구 공덕동 435-12,37.54403999,126.9502846,공덕역 1번 출구 자전거 보관소 앞(공덕동435-12),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
백범로 122 풍천민물장어 앞,서울특별시,마포구,서울특별시 마포구 백범로 122,,37.546524,126.944415,백범로 122 풍천민물장어 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
만리재로 83-1 앞 버스정류장(14-145),서울특별시,마포구,서울특별시 마포구 만리재로 83-1,,37.54817801,126.9587131,만리재로 83-1 앞 버스정류장(14-145),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
만리재로 88 앞 버스정류장(14-146),서울특별시,마포구,서울특별시 마포구 만리재로 88,,37.5481015,126.9591937,만리재로 88 앞 버스정류장(14-146),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
서강나루공원 횡단보도 앞,서울특별시,마포구,서울특별시 마포구 창전로 32,,37.54515427,126.9319133,서강나루공원 횡단보도 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
창전로 60 광흥창역 3번 출구 앞,서울특별시,마포구,서울특별시 마포구 창전로 60,,37.54779701,126.9328946,창전로 60 광흥창역 3번 출구 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
독막로 246(백억공인중개사 앞),서울특별시,마포구,서울특별시 마포구 독막로 246,,37.54638913,126.9408559,독막로 246(백억공인중개사 앞),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
"서강로 137, 버스정류장(14-990)",서울특별시,마포구,서울특별시 마포구 서강로 137,,37.55466827,126.9355938,"서강로 137, 버스정류장(14-990)",일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
서강로 127-1 버스정류장(14-204),서울특별시,마포구,서울특별시 마포구 서강로 127-1,,37.5539745,126.9347767,서강로 127-1 버스정류장(14-204),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
서강로 111-1 파리바게트 앞,서울특별시,마포구,서울특별시 마포구 서강로 111-1,,37.55319412,126.9332804,서강로 111-1 파리바게트 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
서강로 97 삼성 프라자,서울특별시,마포구,서울특별시 마포구 서강로 97,,37.55193462,126.9323486,서강로 97 삼성 프라자,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
창전 현대홈타운 버스정류장(14-203),서울특별시,마포구,,서울특별시 마포구 창전동 12-34,37.55119809,126.9326134,창전 현대홈타운 버스정류장(14-203),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
서강로 55 GS 앞 버스정류장(14-201),서울특별시,마포구,서울특별시 마포구 서강로 55,,37.54828681,126.9313562,서강로 55 GS 앞 버스정류장(14-201),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
광흥창역 1번 출구,서울특별시,마포구,서울특별시 마포구 서강로 51,,37.54774272,126.9311651,광흥창역 1번 출구,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
백범로 91 대흥역 1번 출구 건널목 앞,서울특별시,마포구,서울특별시 마포구 백범로 91,,37.5482162,126.9418041,백범로 91 대흥역 1번 출구 건널목 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
신촌역 6번 출구 공원 안쪽,서울특별시,마포구,,서울특별시 마포구 노고산동 31-123,37.55495552,126.9368606,신촌역 6번 출구 공원 안쪽,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
백범로 88 대흥역 4번 출구 경총회관 앞,서울특별시,마포구,서울특별시 마포구 백범로 88,,37.547947,126.9411092,백범로 88 대흥역 4번 출구 경총회관 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
신촌로 210 아현어린이집 앞,서울특별시,마포구,서울특별시 마포구 신촌로 210,,37.55671611,126.9489834,신촌로 210 아현어린이집 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
신촌로 234 새마을금고 앞,서울특별시,마포구,서울특별시 마포구 신촌로 234,,37.5569132,126.9516623,신촌로 234 새마을금고 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
아현역 3번 출구 앞,서울특별시,마포구,서울특별시 마포구 마포대로 247,,37.55640071,126.9565,아현역 3번 출구 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
아현역 3번 출구 버스정류장 앞(굴레방다리),서울특별시,마포구,서울특별시 마포구 마포대로 247,,37.55640071,126.9565,아현역 3번 출구 버스정류장 앞(굴레방다리),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
대흥로 122 치매센터 앞,서울특별시,마포구,서울특별시 마포구 대흥로 122,,37.55040682,126.9442295,대흥로 122 치매센터 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
이대역 5번 출구 뚜레쥬르 앞,서울특별시,마포구,서울특별시 마포구 대흥로 194,,37.5562402,126.9461213,이대역 5번 출구 뚜레쥬르 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
고산2길 61 노고산체육공원,서울특별시,마포구,서울특별시 마포구 고산2길61,,37.5539687,126.9408047,고산2길 61 노고산체육공원,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
양화로 홍대입구 4번 출구 AK백화점 앞,서울특별시,마포구,서울특별시 마포구 양화로 188,,37.55774581,126.9264983,양화로 홍대입구 4번 출구 AK백화점 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
홍대입구역 중앙차로 버스정류장(14-016),서울특별시,마포구,,서울특별시 마포구 동 교동 155-55,37.55637208,126.9231257,홍대입구역 중앙차로 버스정류장(14-016),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
신촌로 66 하나로마트 앞,서울특별시,마포구,서울특별시 마포구 신촌로 66,,37.5560665,126.9331166,신촌로 66 하나로마트 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
신촌로 82 유앤아이 치과 앞 버스정류장(14-228),서울특별시,마포구,서울특별시 마포구 신촌로 82,,37.55569089,126.9348093,신촌로 82 유앤아이 치과 앞 버스정류장(14-228),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
신촌로 94 신촌역 7번 출구 앞,서울특별시,마포구,서울특별시 마포구 신촌로 94,,37.55499447,126.9359813,신촌로 94 신촌역 7번 출구 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
어울마당로109 유가네 닭갈비 앞,서울특별시,마포구,서울특별시 마포구 어울마당로 109,,37.55476927,126.9226889,어울마당로109 유가네 닭갈비 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
어울마당로 113 양꼬치 앞,서울특별시,마포구,서울특별시 마포구 어울마당로 113,,37.55497476,126.9229139,어울마당로 113 양꼬치 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
어울마당로 122 도담돌솥밥,서울특별시,마포구,서울특별시 마포구 어울마당로 122,,37.55533209,126.9238688,어울마당로 122 도담돌솥밥,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
어울마당로 123-1 미쓰족발 홍대본점 앞,서울특별시,마포구,서울특별시 마포구 어울마당로 123-1,,37.55577,126.9237957,어울마당로 123-1 미쓰족발 홍대본점 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
어울마당로 131 보승회관 앞,서울특별시,마포구,서울특별시 마포구 어울마당로 131,,37.55615333,126.9244009,어울마당로 131 보승회관 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
어울마당로 135 대동빌딩 앞,서울특별시,마포구,서울특별시 마포구 어울마당로 135,,37.55635202,126.9247489,어울마당로 135 대동빌딩 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
어울마당로 138 (마포관광정보센터),서울특별시,마포구,서울특별시 마포구 어울마당로 138,,37.55605019,126.925441,어울마당로 138 (마포관광정보센터),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
와우산로29길 72 광장 내 청운부동산 앞,서울특별시,마포구,서울특별시 마포구 와우산로 29길72,,37.55633001,126.9265177,와우산로29길 72 광장 내 청운부동산 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
와우산로35길 69(서교동348-82) 공원 중앙,서울특별시,마포구,서울특별시 마포구 와우산로 35길69,,37.55643469,126.9269757,와우산로35길 69(서교동348-82) 공원 중앙,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
연희로 43 연남동 버스정류장(14-226),서울특별시,마포구,서울특별시 마포구 연희로 43,,37.56261343,126.9275083,연희로 43 연남동 버스정류장(14-226),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
연희로 1-1 다모아가구 앞,서울특별시,마포구,서울특별시 마포구 연희로 1-1,,37.55901257,126.926145,연희로 1-1 다모아가구 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
양화로 183 홍익인간오피스텔,서울특별시,마포구,서울특별시 마포구 양화로 183,,37.55836755,126.9251298,양화로 183 홍익인간오피스텔,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
양화로 171 삼성디지털프라자 앞,서울특별시,마포구,서울특별시 마포구 양화로 171,,37.55753207,126.9240527,양화로 171 삼성디지털프라자 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
양화로 133 서교타워 앞,서울특별시,마포구,서울특별시 마포구 양화로 133,,37.55523107,126.9209827,양화로 133 서교타워 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
양화로 119 메디람 한방병원 앞,서울특별시,마포구,서울특별시 마포구 양화로 119,,37.55436061,126.9197696,양화로 119 메디람 한방병원 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
양화로 100-2 중앙차로 버스정류장(14-014),서울특별시,마포구,서울특별시 마포구 양화로 100-2,,37.5528524,126.9186684,양화로 100-2 중앙차로 버스정류장(14-014),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
양화로 107 스타벅스 앞,서울특별시,마포구,서울특별시 마포구 양화로 107,,37.55355877,126.918791,양화로 107 스타벅스 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
양화로 99 지산한의원 앞,서울특별시,마포구,서울특별시 마포구 양화로 99,,37.5530574,126.918217,양화로 99 지산한의원 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
양화로 67 합정역 2번 출구 KT대리점 앞,서울특별시,마포구,서울특별시 마포구 양화로 7길4,,37.55112402,126.9154737,양화로 67 합정역 2번 출구 KT대리점 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
합정역 2번 출구 KT대리점 앞,서울특별시,마포구,서울특별시 마포구 양화로 7길4,,37.55112402,126.9154737,합정역 2번 출구 KT대리점 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
양화로 57 배전반 옆(합정역 10번 출구),서울특별시,마포구,서울특별시 마포구 양화로 57,,37.5504397,126.9147075,양화로 57 배전반 옆(합정역 10번 출구),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
양화로 29 배전반 옆(아람광고),서울특별시,마포구,서울특별시 마포구 양화로 29,,37.54915893,126.9124833,양화로 29 배전반 옆(아람광고),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
양화로 32 한강공원 안내판 옆,서울특별시,마포구,서울특별시 마포구 양화로 32,,37.54856117,126.9127056,양화로 32 한강공원 안내판 옆,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
독막로 14 합정365약국 앞,서울특별시,마포구,서울특별시 마포구 독막로 14,,37.54847351,126.914924,독막로 14 합정365약국 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
독막로 36 동양인테리어 앞,서울특별시,마포구,서울특별시 마포구 독막로 36,,37.5479504,126.9173743,독막로 36 동양인테리어 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
독막로 74 한빛부동산 앞,서울특별시,마포구,서울특별시 마포구 독막로 74,,37.5476267,126.9215652,독막로 74 한빛부동산 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
독막로 래미안밤섬아파트 서강육교 앞 버스정류장(14-126),서울특별시,마포구,,서울특별시 마포구 상수동 1-3,37.54766289,126.9272266,독막로 래미안밤섬아파트 서강육교 앞 버스정류장(14-126),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
독막로 101 BR오피스텔 앞,서울특별시,마포구,서울특별시 마포구 독막로 101,,37.54824385,126.924449,독막로 101 BR오피스텔 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
독막로 87 상수역 2번 출구 앞(자전거보관소),서울특별시,마포구,서울특별시 마포구 독막로 87,,37.5479088,126.9233077,독막로 87 상수역 2번 출구 앞(자전거보관소),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
독막로37 대양빌딩 청구경희한의원 앞,서울특별시,마포구,서울특별시 마포구 독막로 37,,37.54828159,126.9176946,독막로37 대양빌딩 청구경희한의원 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
독막로 5 합정역 6번 출구,서울특별시,마포구,서울특별시 마포구 독막로 5,,37.54903916,126.9143812,독막로 5 합정역 6번 출구,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
양화로 50 합정역 5번 출구 앞,서울특별시,마포구,서울특별시 마포구 양화로 50,,37.54952216,126.9145216,양화로 50 합정역 5번 출구 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
양화로 68 합정역 3번 출구 앞,서울특별시,마포구,서울특별시 마포구 양화로 68,,37.5507521,126.9160661,양화로 68 합정역 3번 출구 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
양화로 100 버거킹 앞,서울특별시,마포구,서울특별시 마포구 양화로 100,,37.55270402,126.918684,양화로 100 버거킹 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
"홍대입구역 사거리, 횡당보도 앞",서울특별시,마포구,서울특별시 마포구 양화로 100-2,,37.5528524,126.9186684,"홍대입구역 사거리, 횡당보도 앞",일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
"홍대입구역 사거리, 버스정류장(14-832) 앞",서울특별시,마포구,서울특별시 마포구 양화로 100-2,,37.5528524,126.9186684,"홍대입구역 사거리, 버스정류장(14-832) 앞",일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
홍익로 23 나이키홍대점 앞,서울특별시,마포구,서울특별시 마포구 홍익로 23,,37.5542866,126.9222308,홍익로 23 나이키홍대점 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
홍익로 19 세븐일레븐 앞,서울특별시,마포구,서울특별시 마포구 홍익로 19,,37.55400592,126.9226117,홍익로 19 세븐일레븐 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
홍익로 11 프리스비빌딩 앞,서울특별시,마포구,서울특별시 마포구 홍익로 11,,37.55350394,126.9232617,홍익로 11 프리스비빌딩 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
홍익로 5 LG유플러스 앞,서울특별시,마포구,서울특별시 마포구 홍익로 5,,37.55311367,126.9237638,홍익로 5 LG유플러스 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
와우산로 71 프라이빗홍대점 앞,서울특별시,마포구,서울특별시 마포구 와우산로 71,,37.55088076,126.9228064,와우산로 71 프라이빗홍대점 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
잔다리로 16 엠플레이그라운드 앞,서울특별시,마포구,서울특별시 마포구 잔다리로 16,,37.55092535,126.921471,잔다리로 16 엠플레이그라운드 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
어울마당로 65 KT 앞,서울특별시,마포구,서울특별시 마포구 어울마당로 65,,37.5509577,126.9210338,어울마당로 65 KT 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
잔다리로 40 버스정류장(14-984),서울특별시,마포구,서울특별시 마포구 잔다리로 40,,37.55190194,126.9193376,잔다리로 40 버스정류장(14-984),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
잔다리로 17 티켓라운지 앞,서울특별시,마포구,서울특별시 마포구 잔다리로 17,,37.55062691,126.9210221,잔다리로 17 티켓라운지 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
잔다리로 13 버스정류장(14-884),서울특별시,마포구,서울특별시 마포구 잔다리로 13,,37.5505606,126.9216139,잔다리로 13 버스정류장(14-884),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
와우산로 55 아크스테이션 앞 버스정류장(14-231),서울특별시,마포구,서울특별시 마포구 와우산로 55,,37.54937991,126.9228419,와우산로 55 아크스테이션 앞 버스정류장(14-231),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
와우산로 56 우리은행 홍익대지점 앞 버스정류장(14-230),서울특별시,마포구,서울특별시 마포구 와우산로 56,,37.5494634,126.9233972,와우산로 56 우리은행 홍익대지점 앞 버스정류장(14-230),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
와우산로 157 산울림소극장 앞 버스정류장(14-235),서울특별시,마포구,서울특별시 마포구 와우산로 157,,37.55506698,126.9301095,와우산로 157 산울림소극장 앞 버스정류장(14-235),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
와우산로 121 삼진제약 앞 버스정류장(14-283),서울특별시,마포구,서울특별시 마포구 와우산로 121,,37.55355203,126.9267195,와우산로 121 삼진제약 앞 버스정류장(14-283),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
홍익로 6 CU편의점 앞,서울특별시,마포구,서울특별시 마포구 홍익로 6,,37.55329783,126.9240684,홍익로 6 CU편의점 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
와우산로 97 하나은행 앞 버스정류장(14-233),서울특별시,마포구,서울특별시 마포구 와우산로 97,,37.55309395,126.9243487,와우산로 97 하나은행 앞 버스정류장(14-233),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
홍익로 10 서교푸르지오아파트 앞,서울특별시,마포구,서울특별시 마포구 홍익로 10,,37.55379323,126.9236947,홍익로 10 서교푸르지오아파트 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
홍익로 18 국민은행 앞,서울특별시,마포구,서울특별시 마포구 홍익로 18,,37.55424119,126.9230158,홍익로 18 국민은행 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
홍익로 20 걷고관광초소 앞,서울특별시,마포구,서울특별시 마포구 홍익로 20,,37.55438436,126.9228342,홍익로 20 걷고관광초소 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
어울마당로 107 AA플레이스 앞,서울특별시,마포구,서울특별시 마포구 어울마당로 107,,37.55464459,126.9224833,어울마당로 107 AA플레이스 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
양화로 140 홍대사거리 (문화게시판 13-1옆),서울특별시,마포구,서울특별시 마포구 양화로 140,,37.55512519,126.9220447,양화로 140 홍대사거리 (문화게시판 13-1옆),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
양화로 140 (양화로 복합시설 신축공사현장 앞),서울특별시,마포구,서울특별시 마포구 양화로 140,,37.55512519,126.9220447,양화로 140 (양화로 복합시설 신축공사현장 앞),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
홍대입구역 중앙차로 버스정류장(14-015),서울특별시,마포구,,서울특별시 마포구 동 교동 155-55,37.55637208,126.9231257,홍대입구역 중앙차로 버스정류장(14-015),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
홍대입구역 8번 출구 앞,서울특별시,마포구,서울특별시 마포구 양화로 18길3,,37.55703127,126.9245703,홍대입구역 8번 출구 앞,일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
중동초등학교 버스정류장(14-157),서울특별시,마포구,,서울특별시 마포구 성산동 200-433,37.56661394,126.9103485,중동초등학교 버스정류장(14-157),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
월드컵경기장 서측 버스정류장(14-105),서울특별시,마포구,,서울특별시 마포구 성산동 664,37.5704873715,126.8961489,월드컵경기장 서측 버스정류장(14-105),일반쓰레기,서울특별시 마포구청,02-3153-9222,2024-11-28
