설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,세부위치,휴지통종류,관리기관명,관리기관전화번호,데이터기준일자
순환도로방음벽 옆 좌측,서울특별시,구로구,,서울특별시 구로구 구로동 693-2,37.48988183,126.875474,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
순환도로방음벽 옆 우측,서울특별시,구로구,,서울특별시 구로구 구로동 693-2,37.48988183,26.875474,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
한일유앤아이아파트,서울특별시,구로구,서울특별시 구로구 가마산로 87,서울특별시 구로구 구로동 1281-1,37.48584845,126.876157,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
구일어린이집 옆,서울특별시,구로구,서울특별시 구로구 구일로 62,서울특별시 구로구 구로동 685-219,37.49177716,126.8743642,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
구일우성아파트(1),서울특별시,구로구,서울특별시 구로구 구일로2길 60,서울특별시 구로구 구로동 1259,37.48975807,126.8770812,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
구일우성아파트(2),서울특별시,구로구,서울특별시 구로구 구일로8길 31,서울특별시 구로구 구로동 1058,37.49517251,126.8726762,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(구로중앙로 135-6)(1),서울특별시,구로구,서울특별시 구로구 구로중앙로 135-6,서울특별시 구로구 구로동 500-27,37.49995073,126.8828691,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(구로중앙로 135-6)(2),서울특별시,구로구,서울특별시 구로구 구로중앙로 135-6,서울특별시 구로구 구로동 500-27,37.49995073,126.8828691,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(구로동로 141),서울특별시,구로구,서울특별시 구로구 구로동로 141,서울특별시 구로구 구로동 704-57,37.4913197,126.883399,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
구로구청(1),서울특별시,구로구,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 435,37.49551123,126.8882891,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
구로구청(2),서울특별시,구로구,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 435,37.49551123,126.8882891,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(가마산로 235),서울특별시,구로구,서울특별시 구로구 가마산로 235,서울특별시 구로구 구로동 436-1,37.49453206,126.887015,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(가마산로 250),서울특별시,구로구,서울특별시 구로구 가마산로 250,서울특별시 구로구 구로동 83-4,37.49481403,126.8886765,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(구로동로 135),서울특별시,구로구,서울특별시 구로구 구로동로 135,서울특별시 구로구 구로동 754-9,37.4906411,126.8837098,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(가마산로 206),서울특별시,구로구,서울특별시 구로구 가마산로 206,서울특별시 구로구 구로동 426-92,37.49295531,126.8840437,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(구로동로 159),서울특별시,구로구,서울특별시 구로구 구로동로 159,서울특별시 구로구 구로동 413-80,37.49273634,126.8832036,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(경인로 565),서울특별시,구로구,서울특별시 구로구 경인로 565,서울특별시 구로구 구로동 604-19,37.50363988,126.8797139,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(경인로 557),서울특별시,구로구,서울특별시 구로구 경인로 557,서울특별시 구로구 구로동 606-4,37.50310865,126.8790091,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(경인로 518),서울특별시,구로구,서울특별시 구로구 경인로 518,서울특별시 구로구 구로동 636-1,37.50023921,126.8769102,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(구로동로 179),서울특별시,구로구,서울특별시 구로구 구로동로 179,서울특별시 구로구 구로동 461-7,37.49445292,126.8825421,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(구로동 481-7),서울특별시,구로구,서울특별시 구로구 구로동로 203,서울특별시 구로구 구로동 481-7,37.49671859,126.8822699,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
버스정류소(17142),서울특별시,구로구,,서울특별시 구로구 구로동 490,37.498129,126.883412,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(구로동로 174),서울특별시,구로구,서울특별시 구로구 구로동로 174,서울특별시 구로구 구로동 416-1,37.49404864,126.8833646,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(가마산로 180-2),서울특별시,구로구,서울특별시 구로구 가마산로 180-2,서울특별시 구로구 구로동 704-38,37.49168151,126.8822748,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(가마산로 222),서울특별시,구로구,서울특별시 구로구 가마산로 222,서울특별시 구로구 구로동 80-4,37.49349581,126.8857884,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(가마산로9길 4-4),서울특별시,구로구,서울특별시 구로구 가마산로9길 4-4,서울특별시 구로구 구로동 402-7,37.49154041,126.8816385,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(벚꽃로 484),서울특별시,구로구,서울특별시 구로구 벚꽃로 484,서울특별시 구로구 구로동 476-134,37.49733165,126.8801354,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(구로동로 125-1),서울특별시,구로구,서울특별시 구로구 구로동로 125-1,서울특별시 구로구 구로동 726-3,37.48982287,126.8840474,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(구로동로 107),서울특별시,구로구,서울특별시 구로구 구로동로 107,서울특별시 구로구 구로동 721-14,37.48813556,126.8845201,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(가마산로 203),서울특별시,구로구,서울특별시 구로구 가마산로 203,서울특별시 구로구 구로동 426-6,37.49340254,126.8837472,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
버스전용차로-17005(1),서울특별시,구로구,,서울특별시 구로구 구로동 635-4,37.49985843,126.8749308,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
버스전용차로-17005(2),서울특별시,구로구,,서울특별시 구로구 구로동 635-4,37.49985843,126.8749308,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
버스전용차로-17006(1),서울특별시,구로구,,서울특별시 구로구 구로동 635-4,37.49985843,126.8749308,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
버스전용차로-17006(2),서울특별시,구로구,,서울특별시 구로구 구로동 635-4,37.49985843,126.8749308,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
라크라센타(1),서울특별시,구로구,서울특별시 구로구 가마산로 242,서울특별시 구로구 구로동 83,37.49436222,126.8876711,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
버스정류장(17222),서울특별시,구로구,서울특별시 구로구 구로동로 238-1,서울특별시 구로구 구로동 497-7,37.49983443,126.8826164,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
버스정류장(17507),서울특별시,구로구,서울특별시 구로구 구로동로 153,서울특별시 구로구 구로동 413-88,37.4923559,126.8834335,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
구로고대병원 이음관,서울특별시,구로구,서울특별시 구로구 가마산로 218,서울특별시 구로구 구로동 80-24,37.49321551,126.8851411,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
라크라센타(2),서울특별시,구로구,서울특별시 구로구 가마산로 242,서울특별시 구로구 구로동 83,37.49436222,126.8876711,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
온누리십자당약국,서울특별시,구로구,서울특별시 구로구 구로동로 173,서울특별시 구로구 구로동 415-3,37.49392402,126.8829027,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
광양교회,서울특별시,구로구,서울특별시 구로구 구로동로 216,서울특별시 구로구 구로동 486-11,37.49784789,126.8827014,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
구로구청(3),서울특별시,구로구,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 436-1,37.49551123,126.8882891,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(구로동로 153),서울특별시,구로구,서울특별시 구로구 구로동로 153,서울특별시 구로구 구로동 413-88,37.4923559,126.8834335,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(구로동로 219),서울특별시,구로구,서울특별시 구로구 구로동로 219,서울특별시 구로구 구로동 486-55,37.49813373,126.8822071,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(가마산로 205),서울특별시,구로구,서울특별시 구로구 가마산로 205,서울특별시 구로구 구로동 426-69,37.49346137,126.884108,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(구로동로 170),서울특별시,구로구,서울특별시 구로구 구로동로 170,서울특별시 구로구 구로동 416-7,37.49376116,126.883394,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(구로동로 210),서울특별시,구로구,서울특별시 구로구 구로동로 210,서울특별시 구로구 구로동 487-28,37.49721417,126.8826589,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(구로동로 203),서울특별시,구로구,서울특별시 구로구 구로동로 203,서울특별시 구로구 구로동 481-7,37.49671859,126.8822699,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(도림로 6)(1),서울특별시,구로구,서울특별시 구로구 도림로 6,서울특별시 구로구 구로동 801-51,37.4851606,126.8867371,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(도림로 6)(2),서울특별시,구로구,서울특별시 구로구 도림로 6,서울특별시 구로구 구로동 801-51,37.4851606,126.8867371,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(디지털로 273),서울특별시,구로구,서울특별시 구로구 디지털로 273,서울특별시 구로구 구로동 212-30,37.48395432,126.8941033,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(디지털로 292),서울특별시,구로구,서울특별시 구로구 디지털로 292,서울특별시 구로구 구로동 188-11,37.48469365,126.8958922,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
구로현대아파트,서울특별시,구로구,서울특별시 구로구 디지털로 319,서울특별시 구로구 구로동 1256,37.49003775,126.8954329,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
에이스하이엔드타워1차,서울특별시,구로구,서울특별시 구로구 디지털로26길 5,서울특별시 구로구 구로동 235-2,37.48161059,126.8934793,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(디지털로31길 120),서울특별시,구로구,서울특별시 구로구 디지털로31길 120,서울특별시 구로구 구로동 1280,37.48847002,126.890773,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(디지털로32길 55),서울특별시,구로구,서울특별시 구로구 디지털로32길 55,서울특별시 구로구 구로동 817,37.48398669,126.8983387,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(디지털로32길 79)(1),서울특별시,구로구,서울특별시 구로구 디지털로32길 79,서울특별시 구로구 구로동 824,37.48353325,126.899752,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(디지털로32길 79)(2),서울특별시,구로구,서울특별시 구로구 디지털로32길 79,서울특별시 구로구 구로동 824,37.48353325,126.899752,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(디지털로32길 38),서울특별시,구로구,서울특별시 구로구 디지털로32나길 38,서울특별시 구로구 구로동 1124-42,37.48454459,126.9011985,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(디지털로32나길 51),서울특별시,구로구,서울특별시 구로구 디지털로32나길 51,서울특별시 구로구 구로동 1124-49,37.48490133,126.9003821,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(시흥대로 563)(1),서울특별시,구로구,서울특별시 구로구 시흥대로 563,서울특별시 구로구 구로동 1125-9,37.48339166,126.9014243,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(시흥대로 563)(2),서울특별시,구로구,서울특별시 구로구 시흥대로 563,서울특별시 구로구 구로동 1125-9,37.48339166,126.9014243,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
버스정류장(17229)(1),서울특별시,구로구,서울특별시 구로구 시흥대로 563,서울특별시 구로구 구로동 1125-5,37.48339166,126.9014243,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
버스정류장(17229)(2),서울특별시,구로구,서울특별시 구로구 시흥대로 563,서울특별시 구로구 구로동 1125-5,37.48339166,126.9014243,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(디지털로27가길 17),서울특별시,구로구,서울특별시 구로구 디지털로27가길 17,서울특별시 구로구 구로동 197-30,37.48438754,126.8923345,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(디지털로31길 61),서울특별시,구로구,서울특별시 구로구 디지털로31길 61,서울특별시 구로구 구로동 197-12,37.48591087,126.891542,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(디지털로33길 11),서울특별시,구로구,서울특별시 구로구 디지털로33길 11,서울특별시 구로구 구로동 256-1,37.48570578,126.8955127,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(디지털로31길 109),서울특별시,구로구,서울특별시 구로구 디지털로31길 109,서울특별시 구로구 구로동 777-39,37.48734704,126.89033,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
보민한의원,서울특별시,구로구,서울특별시 구로구 도림로 57,서울특별시 구로구 구로동 766-207,37.48891958,126.8901495,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
황금부동산 앞,서울특별시,구로구,서울특별시 구로구 구로동로 70,서울특별시 구로구 구로동 805-22,37.48515115,126.8861846,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(도림로 5),서울특별시,구로구,서울특별시 구로구 도림로 5,서울특별시 구로구 구로동 805-4,37.48522857,126.8862995,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
도로변(구로동로 84),서울특별시,구로구,서울특별시 구로구 구로동로 84,서울특별시 구로구 구로동 807-15,37.48628409,126.885635,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26
